STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
NC,Caldwell,35.87675,-81.54055,0.1,13.0,Missing/Undefined,2455658.5,12,2455658.5,12
MS,Lafayette,34.41276638,-89.41966125,4.0,7.0,Arson,2450126.5,15,2450126.5,16
OR,Harney,42.6167,-118.1333,65.3,1.0,Lightning,2456490.5,12,2456491.5,17
NV,Clark,36.1528,-116.0422,1.5,9.0,Miscellaneous,2453881.5,16,2453881.5,18
GA,Appling             ,31.7539282,-82.46837662,0.03,5.0,Debris Burning,2455675.5,18,2455675.5,19
NM,3,33.37888889,-108.55138889,0.1,1.0,Lightning,2454298.5,15,2454325.5,9
NY,QUEENS,40.59246078,-73.78421863,0.1,9.0,Miscellaneous,2454883.5,16,2454883.5,16
AR,CARROLL,36.3125,-93.86018,2.0,9.0,Miscellaneous,2456133.5,12,2456133.5,14
WV,Kanawha,38.33523771,-81.3519372,330.0,7.0,Arson,2455878.5,17,2455879.5,17
GA,Bleckley            ,32.3703997,-83.36045889,0.3,9.0,Miscellaneous,2455870.5,22,2455870.5,23
GA,Putnam              ,33.39394722,-83.31283333,3.81,1.0,Lightning,2456824.5,16,2456824.5,17
AZ,5,35.06694444,-112.01638889,0.3,1.0,Lightning,2454684.5,13,2454688.5,10
CA,Tuolumne,38.017581,-120.257897,1.0,2.0,Equipment Use,2454312.5,10,2454312.5,10
MS,Jones,31.71666195,-89.33478313,2.0,7.0,Arson,2448663.5,16,2448663.5,16
CO,7,37.16472222,-106.85638889,0.1,1.0,Lightning,2454317.5,11,2454328.5,9
PA,053,41.5625,-79.19916667,9.1,9.0,Miscellaneous,2452757.5,13,2452757.5,20
CA,Riverside,33.923911,-116.6894,1.5,3.0,Smoking,2453548.5,12,2453548.5,12
GA,Decatur             ,30.8474,-84.3938,0.56,7.0,Arson,2450151.5,14,2450151.5,15
NY,SUFFOLK,40.84105649,-72.72860596,0.1,3.0,Smoking,2452226.5,12,2452226.5,12
NY,NEW YORK,40.781557,-73.98696052,0.1,3.0,Smoking,2454788.5,9,2454788.5,9
ID,Lincoln,43.2042,-114.0806,472.0,1.0,Lightning,2455793.5,16,2455795.5,8
UT,BOX ELDER,41.721129,-113.35621200000001,2.86,1.0,Lightning,2456859.5,17,2456860.5,12
CO,19,40.67166667,-105.62805556,0.1,1.0,Lightning,2452868.5,10,2452868.5,17
CO,Mesa,39.5191,-108.5587,0.6,1.0,Lightning,2452862.5,15,2452862.5,19
NY,ROCKLAND,41.184912,-74.00490598,0.1,9.0,Miscellaneous,2454624.5,16,2454624.5,16
NY,JEFFERSON,43.97638484,-75.87749237,2.25,9.0,Miscellaneous,2453846.5,20,2453846.5,20
MS,Pike,31.18727538,-90.37224103,5.0,7.0,Arson,2449946.5,16,2449946.5,18
OR,005,45.44722222,-121.80555556,0.1,4.0,Campfire,2456204.5,10,2456204.5,16
GA,Sumter              ,32.133,-84.2982,0.49,9.0,Miscellaneous,2448705.5,13,2448705.5,13
NC,Sampson,34.81026667,-78.262,0.5,5.0,Debris Burning,2456550.5,16,2456550.5,16
MS,Grenada,33.81127205,-89.87668887,159.0,9.0,Miscellaneous,2450007.5,8,2450007.5,16
GA,Crawford,32.63,-83.9544,1.06,3.0,Smoking,2451732.5,15,2451732.5,15
NV,Lincoln,38.1633,-114.5656,0.1,1.0,Lightning,2456521.5,19,2456523.5,9
MS,Tishomingo,34.91280953,-88.32684420000001,10.0,7.0,Arson,2449750.5,21,2449750.5,23
SC,Orangeburg County,33.547222,-80.934349,2.0,8.0,Children,2456638.5,15,2456638.5,16
AR,VAN BUREN,35.5452,-92.5604,2.0,5.0,Debris Burning,2456130.5,17,2456130.5,19
GA,Telfair,31.9097,-82.9413,6.21,5.0,Debris Burning,2451616.5,12,2451616.5,12
CA,PLACER,39.3146,-120.1486,1.0,9.0,Miscellaneous,2456456.5,16,2456456.5,19
NY,ORANGE,41.343464399999995,-74.17042672,0.1,9.0,Miscellaneous,2453208.5,18,2453208.5,18
MS,47,30.61805556,-88.90055556,93.0,7.0,Arson,2451642.5,15,2451643.5,16
MS,Panola,34.4168474,-89.87353085,40.0,5.0,Debris Burning,2450552.5,20,2450552.5,22
WV,Mingo,37.70316945,-82.27747692,350.0,5.0,Debris Burning,2449021.5,17,2449022.5,17
CA,Placer,39.1231,-120.939669,0.5,4.0,Campfire,2453142.5,15,2453142.5,17
SC,Edgefield County,33.924664,-82.052872,2.0,2.0,Equipment Use,2456313.5,16,2456313.5,17
GA,Montgomery          ,32.05819369,-82.53091221,0.67,7.0,Arson,2455626.5,23,2455627.5,0
UT,9,40.88861111,-109.45611111,0.1,1.0,Lightning,2455046.5,16,2455046.5,17
NY,KINGS,40.584146999999994,-73.93204802,3.45,1.0,Lightning,2453844.5,19,2453844.5,19
WI,Burnett,45.65583858,-92.66465523,0.25,8.0,Children,2449090.5,19,2449090.5,20
CA,Shasta,40.7192,-123.035,3192.0,9.0,Miscellaneous,2453945.5,12,2453951.5,18
AZ,7,33.85916667,-111.01083333,52.0,1.0,Lightning,2453082.5,18,2453102.5,18
NC,Buncombe,35.51771667,-82.29258333,17.0,9.0,Miscellaneous,2455928.5,3,2455928.5,12
NY,WASHINGTON,43.41379025,-73.48492484,0.67,9.0,Miscellaneous,2452110.5,15,2452110.5,15
NJ,Ocean,39.917485,-74.208005,0.25,7.0,Arson,2455964.5,12,2455972.5,10
NY,SUFFOLK,40.85587886,-73.03099695,0.1,9.0,Miscellaneous,2454401.5,19,2454401.5,19
MT,Lewis & Clark,46.8288,-112.2008,0.1,9.0,Miscellaneous,2456118.5,10,2456118.5,12
OK,Pushmataha,34.39166667,-95.62233334,1.0,2.0,Equipment Use,2452746.5,16,2452746.5,16
NY,ERIE,42.92190488,-78.84231693,2.13,9.0,Miscellaneous,2452743.5,13,2452743.5,13
OR,Malheur,43.886194,-117.10638700000001,115.0,1.0,Lightning,2456114.5,20,2456116.5,20
MS,Tallahatchie,33.99853432,-90.05431824,1.0,5.0,Debris Burning,2451479.5,16,2451479.5,18
GA,Brantley,31.2425,-81.98305556,0.2,5.0,Debris Burning,2456425.5,16,2456425.5,16
GA,Brooks              ,30.9843,-83.5169,0.53,6.0,Railroad,2450260.5,7,2450260.5,22
FL,Miami-Dade,25.6234,-80.4956,5.0,7.0,Arson,2456680.5,18,2456680.5,20
MS,Copiah,31.73415637,-90.47849808,1.0,5.0,Debris Burning,2450048.5,12,2450048.5,13
GA,Warren,33.400999999999996,-82.8087,0.01,1.0,Lightning,2451781.5,11,2451781.5,11
NV,Lander,40.5163,-116.9684,0.1,7.0,Arson,2451363.5,15,2451364.5,16
OR,025,43.79305556,-118.78583333,0.1,4.0,Campfire,2456236.5,14,2456236.5,15
WI,67,45.15694444,-88.66055556,0.4,2.0,Equipment Use,2454670.5,9,2454670.5,16
NY,BRONX,40.88841915,-73.84692241,0.1,9.0,Miscellaneous,2453693.5,17,2453693.5,17
CA,Mendocino,38.803578,-123.585728,0.3,9.0,Miscellaneous,2454375.5,2,2454375.5,3
GA,Mitchell,31.2245,-84.3355,0.01,5.0,Debris Burning,2451774.5,17,2451774.5,17
OR,Malheur,43.2225,-117.5578,20.0,1.0,Lightning,2456123.5,9,2456124.5,12
TX,Hardeman,34.40915,-99.7832,400.0,3.0,Smoking,2457279.5,14,2457279.5,21
GA,Walker              ,34.70555556,-85.22194444,0.83,7.0,Arson,2457068.5,13,2457068.5,14
MS,Harrison,30.38489959,-89.13518184,3.0,7.0,Arson,2451513.5,17,2451513.5,19
NJ,Cumberland,39.3263889,-74.9336111,0.25,4.0,Campfire,2456193.5,10,2456210.5,12
NY,FRANKLIN,44.52917757,-74.09353835,1.14,9.0,Miscellaneous,2453479.5,11,2453479.5,11
NY,MONROE,43.15549834,-77.63146668,0.1,9.0,Miscellaneous,2455750.5,13,2455750.5,13
NY,Chemung,42.1348,-76.939,1.1,2.0,Equipment Use,2457146.5,18,2457146.5,18
GA,Troup               ,33.0759,-84.9738,1.29,5.0,Debris Burning,2448699.5,13,2448699.5,14
NY,KINGS,40.66730951,-73.87230936,0.1,9.0,Miscellaneous,2452604.5,7,2452604.5,7
CO,ADAMS,39.9025,-104.95,1.0,9.0,Miscellaneous,2455522.5,11,2455522.5,11
NC,Lincoln,35.41106666,-81.08345,0.1,5.0,Debris Burning,2456749.5,20,2456749.5,20
AL,Marengo,32.095277,-87.768874,1.0,5.0,Debris Burning,2454229.5,20,2454229.5,21
MS,Pike,31.31526187,-90.26289353,9.0,8.0,Children,2449409.5,15,2449409.5,16
KS,Crawford,37.57,-94.7,0.01,9.0,Miscellaneous,2457093.5,18,2457093.5,19
AZ,Apache,34.38064566,-109.39646068,2.0,3.0,Smoking,2450160.5,13,2450160.5,17
GA,Ben Hill            ,31.7898,-83.2312,0.07,9.0,Miscellaneous,2449427.5,1,2449427.5,2
ID,49,45.99916667,-115.40111111,0.1,1.0,Lightning,2452478.5,13,2452479.5,12
NC,Warren,36.482,-77.964,2.0,5.0,Debris Burning,2455382.5,14,2455382.5,15
WV,Greenbrier,38.03452994,-80.40191347,2.0,10.0,Fireworks,2452236.5,10,2452236.5,10
NM,San Juan,36.9856,-107.5428,2.0,1.0,Lightning,2457143.5,16,2457143.5,19
WV,Preston,39.52671986,-79.61805463,11.0,5.0,Debris Burning,2457151.5,15,2457151.5,20
GA,Ben Hill            ,31.7041,-83.1515,1.3,9.0,Miscellaneous,2450556.5,17,2450556.5,18
GA,Worth               ,31.55,-83.815,0.73,5.0,Debris Burning,2450318.5,13,2450318.5,13
SC,York County,34.912945,-81.313179,30.0,9.0,Miscellaneous,2455805.5,13,2455805.5,17
GA,Johnson             ,32.6467,-82.7636,0.24,7.0,Arson,2449720.5,14,2449720.5,14
CA,MONTEREY,36.233834,-121.17428899999999,0.25,9.0,Miscellaneous,2456551.5,11,2456551.5,12
NC,Caldwell,35.92783333,-81.62586667,0.2,13.0,Missing/Undefined,2455657.5,14,2455657.5,15
GA,Lowndes             ,30.70902339,-83.29306483,1.72,4.0,Campfire,2455570.5,13,2455570.5,14
GA,Marion              ,32.36299444,-84.40235278,0.26,5.0,Debris Burning,2456934.5,13,2456934.5,13
AZ,Maricopa,33.04042783,-112.65383416,0.1,3.0,Smoking,2450110.5,0,2450110.5,8
CO,Moffat,40.6622,-108.56700000000001,0.1,1.0,Lightning,2455399.5,8,2455399.5,12
AZ,5,34.33611111,-110.76833333,0.1,1.0,Lightning,2451435.5,15,2451435.5,18
OR,039,43.58055556,-122.50472222,0.1,1.0,Lightning,2456514.5,12,2456515.5,17
TN,Hickman,35.771666700000004,-87.4716667,0.1,8.0,Children,2453420.5,11,2453420.5,13
NC,Buncombe,35.47143333,-82.52805,0.1,8.0,Children,2455507.5,14,2455507.5,15
NY,ULSTER,41.81875574,-74.41334666,1.36,9.0,Miscellaneous,2454939.5,12,2454939.5,12
CA,71,34.24333333,-117.42555556,8.0,2.0,Equipment Use,2454277.5,13,2454277.5,17
OR,Lake,42.4257,-121.0967,2.0,9.0,Miscellaneous,2453579.5,1,2453579.5,2
AZ,5,34.42472222,-110.80222222,0.1,1.0,Lightning,2453941.5,12,2453946.5,13
NY,SCHENECTADY,42.76878734,-73.90970668,0.1,9.0,Miscellaneous,2453526.5,13,2453526.5,13
CA,Riverside,33.664011,-115.756231,0.8,7.0,Arson,2452049.5,10,2452049.5,11
FL,Miami-Dade,25.4882,-80.5624,1.0,5.0,Debris Burning,2457226.5,19,2457226.5,20
FL,Volusia,28.8436,-81.1909,0.1,1.0,Lightning,2455788.5,18,2455788.5,18
CA,109,37.79527778,-119.99194444,0.1,1.0,Lightning,2454402.5,15,2454402.5,21
MT,Garfield,47.11953,-107.90308,4.4,1.0,Lightning,2457224.5,15,2457226.5,7
WI,Adams,43.70603528,-89.72537679,0.1,3.0,Smoking,2449840.5,17,2449840.5,17
KS,Reno,38.1,-97.86,2.0,9.0,Miscellaneous,2457112.5,12,2457112.5,13
NY,ST LAWRENCE,44.57944938,-75.1559054,0.1,9.0,Miscellaneous,2454345.5,16,2454345.5,16
GA,Treutlen,32.34972222,-82.61895833,0.08,5.0,Debris Burning,2456441.5,11,2456441.5,11
GA,Evans               ,32.16715556,-81.97789444,0.03,5.0,Debris Burning,2456875.5,16,2456875.5,16
MS,MARSHALL,34.60370861,-89.43263452,1.0,7.0,Arson,2456262.5,21,2456262.5,23
CA,Lake,39.092731,-122.69461100000001,0.1,2.0,Equipment Use,2452865.5,14,2452865.5,14
AZ,5,35.94361111,-111.98444444,0.1,1.0,Lightning,2453543.5,14,2453544.5,14
CA,Tehama,40.415519,-121.8101,0.5,7.0,Arson,2453077.5,12,2453077.5,12
GA,Long                ,31.6865,-81.7344,0.48,7.0,Arson,2450131.5,2,2450131.5,3
MS,MADISON,32.8214861,-89.82921833,2.0,5.0,Debris Burning,2457196.5,18,2457196.5,19
KY,Clay,37.13362,-83.64063,90.0,5.0,Debris Burning,2456264.5,14,2456265.5,19
AR,FAULKNER,35.310759999999995,-92.17213000000001,18.0,2.0,Equipment Use,2455732.5,16,2455732.5,19
TX,Hill,32.0624667,-97.48731670000001,13.0,9.0,Miscellaneous,2455838.5,16,2455839.5,18
CO,049,40.2225,-105.93611111,0.1,4.0,Campfire,2456158.5,12,2456158.5,12
AZ,Yavapai,35.3034,-113.0006,1.0,9.0,Miscellaneous,2456985.5,13,2456985.5,14
GA,Laurens,32.68542638,-82.89433743,10.06,1.0,Lightning,2452457.5,19,2452457.5,19
OR,Yamhill,45.2672,-123.3714,0.3,4.0,Campfire,2453989.5,14,2453989.5,19
OR,Crook,44.0239,-120.9617,0.1,1.0,Lightning,2456513.5,18,2456527.5,11
GA,Telfair             ,31.9611,-82.6998,0.3,7.0,Arson,2450138.5,17,2450138.5,18
KY,193,37.2966667,-83.47277779999999,90.81,7.0,Arson,2455300.5,13,2455301.5,0
NY,SULLIVAN,41.77403809,-74.73735473,0.63,9.0,Miscellaneous,2452744.5,16,2452744.5,16
MS,Panola,34.49559606,-90.18863867,75.0,5.0,Debris Burning,2451178.5,16,2451178.5,19
OR,017,43.76277778,-121.56055556,0.3,9.0,Miscellaneous,2457190.5,17,2457191.5,15
CA,Siskiyou,41.310114,-122.80266100000001,1.0,1.0,Lightning,2454287.5,17,2454287.5,19
NC,Harnett,35.41696667,-78.71533333,0.1,9.0,Miscellaneous,2456366.5,16,2456366.5,16
OK,Latimer,34.97890045,-95.04049695,2.0,13.0,Missing/Undefined,2449076.5,17,2449076.5,19
WV,Boone,38.05193415,-81.82691148,4.0,7.0,Arson,2451352.5,12,2451352.5,12
TX,Harrison,32.59885,-94.419,1.0,5.0,Debris Burning,2456073.5,13,2456073.5,15
WI,Douglas,46.62439748,-92.11663337,0.55,6.0,Railroad,2449097.5,13,2449097.5,14
MS,Oktibbeha,33.52544208,-88.97241502,24.0,7.0,Arson,2451500.5,0,2451500.5,3
CA,El Dorado,38.74865,-120.617186,0.1,9.0,Miscellaneous,2454165.5,20,2454165.5,21
OK,McCurtain,34.1800006,-94.84580225,4.0,13.0,Missing/Undefined,2450173.5,13,2450173.5,15
TX,Wood,32.88266667,-95.2045,112.0,5.0,Debris Burning,2455992.5,14,2455992.5,21
FL,Hernando,28.5803,-82.5256,2.0,9.0,Miscellaneous,2456094.5,18,2456095.5,10
GA,Coffee              ,31.53163333,-82.73171667,0.3,5.0,Debris Burning,2456967.5,23,2456968.5,0
NC,Craven,35.32433333,-77.15133333,0.5,13.0,Missing/Undefined,2455645.5,13,2455645.5,14
AL,Greene,32.960153999999996,-85.75749859999999,15.0,5.0,Debris Burning,2455806.5,13,2455806.5,16
PA,SCHUYLKILL,40.73805556,-76.14916667,0.1,9.0,Miscellaneous,2452461.5,15,2452461.5,15
GA,Wayne               ,31.6866,-81.9353,2.32,7.0,Arson,2449918.5,22,2449918.5,23
MS,MARSHALL,34.77661209,-89.44543847,1.0,5.0,Debris Burning,2457121.5,19,2457121.5,21
CA,073,32.86333333,-116.68833333,0.1,5.0,Debris Burning,2451265.5,11,2451265.5,11
AL,Butler,31.633378999999998,-86.778255,10.0,7.0,Arson,2453815.5,20,2453815.5,22
MS,LAUDERDALE,32.42585223,-88.41257359,4.0,5.0,Debris Burning,2456708.5,14,2456708.5,15
SC,Colleton County,33.007453999999996,-80.813278,6.0,7.0,Arson,2456622.5,4,2456622.5,7
NC,Yancey,35.89751667,-82.1767,0.2,13.0,Missing/Undefined,2455604.5,12,2455604.5,12
MS,Leake,32.66951917,-89.43665990000001,10.0,7.0,Arson,2451542.5,14,2451542.5,15
CA,San Bernardino,35.368595,-115.90169099999999,0.3,2.0,Equipment Use,2454737.5,15,2454737.5,17
GA,Pulaski,32.2699,-83.4695,0.81,5.0,Debris Burning,2452321.5,16,2452321.5,16
NY,MONROE,43.19226653,-77.70145479,0.1,3.0,Smoking,2454366.5,10,2454366.5,10
SC,Florence County,34.276610999999995,-79.727127,1.5,7.0,Arson,2455616.5,12,2455616.5,16
AL,Henry,31.748493,-85.154083,4.2,5.0,Debris Burning,2453819.5,12,2453819.5,13
OK,LeFlore,34.51416667,-94.66416664,1.0,9.0,Miscellaneous,2455653.5,16,2455653.5,16
ID,49,45.4475,-116.08416667,0.1,1.0,Lightning,2451767.5,8,2451767.5,18
AR,WHITE,35.19616,-91.98316,5.0,7.0,Arson,2455654.5,19,2455654.5,20
FL,Lake,28.5321,-81.6873,8.0,9.0,Miscellaneous,2456253.5,14,2456253.5,17
WV,Clay,38.34754875,-81.21846753,15.0,7.0,Arson,2451501.5,11,2451501.5,11
FL,Jackson,30.8513,-85.3523,1.0,2.0,Equipment Use,2457316.5,13,2457316.5,13
NY,WESTCHESTER,41.22630689,-73.90679883,0.1,9.0,Miscellaneous,2453190.5,22,2453190.5,22
NM,Socorro,34.09688,-106.88285,0.14,2.0,Equipment Use,2457119.5,11,2457119.5,12
NC,115,35.83361111,-82.85222222,50.0,7.0,Arson,2451847.5,15,2451847.5,16
CA,35,40.80222222,-121.36055556,0.3,1.0,Lightning,2454980.5,11,2454980.5,17
GA,Jones               ,32.8527,-83.5063,0.1,5.0,Debris Burning,2449233.5,11,2449233.5,12
AZ,Mohave,36.7245,-113.47350300000001,8.6,1.0,Lightning,2455802.5,12,2455803.5,18
NY,SUFFOLK,40.8185,-72.6875,0.1,9.0,Miscellaneous,2456707.5,13,2456707.5,14
NC,Chatham,35.81601667,-79.10936667,1.0,8.0,Children,2456034.5,21,2456034.5,22
NC,Scotland,34.78583333,-79.38,0.2,13.0,Missing/Undefined,2455843.5,18,2455843.5,19
ID,049,45.66861110000001,-115.605556,0.1,1.0,Lightning,2455418.5,16,2455419.5,13
NC,Harnett,35.50333333,-78.69166667,6.0,13.0,Missing/Undefined,2455606.5,13,2455606.5,16
NM,Catron,34.1146,-109.0349,2.0,5.0,Debris Burning,2456669.5,16,2456669.5,18
NY,SENECA,42.6738468,-76.80706998,0.1,3.0,Smoking,2453589.5,14,2453589.5,14
MT,81,45.9475,-114.15666667,0.1,9.0,Miscellaneous,2453118.5,10,2453118.5,10
NC,Sampson,35.2285,-78.3846,1.0,5.0,Debris Burning,2456981.5,16,2456981.5,18
UT,UINTAH,40.38253502,-109.9525135,66.9,2.0,Equipment Use,2456160.5,13,2456162.5,10
MS,Alcorn,34.88138246,-88.79479905,1.0,7.0,Arson,2449024.5,17,2449024.5,18
UT,Kane,37.1892,-111.9864,0.1,1.0,Lightning,2453855.5,15,2453855.5,19
ME,YORK,43.406706,-70.61184399999999,6.0,9.0,Miscellaneous,2456031.5,16,2456031.5,17
AZ,Pima,31.98273865,-110.52845978,4.0,3.0,Smoking,2449290.5,9,2449290.5,13
NY,NIAGARA,43.16324296,-78.93755472,2.25,9.0,Miscellaneous,2452754.5,14,2452754.5,14
CA,Calaveras,38.373381,-120.475181,0.1,7.0,Arson,2453087.5,14,2453087.5,15
NM,43,35.70083333,-106.43333333,0.7,1.0,Lightning,2452099.5,7,2452100.5,14
AZ,5,34.97777778,-111.67027778,0.25,1.0,Lightning,2453211.5,15,2453211.5,17
MS,Hinds,32.28499977,-90.43502784,2.0,5.0,Debris Burning,2450966.5,13,2450966.5,14
NC,Yancey,35.8754,-82.40593333,1.2,5.0,Debris Burning,2455297.5,15,2455297.5,16
ID,35,46.85388889,-115.485,2.0,1.0,Lightning,2451767.5,11,2451771.5,14
GA,Hall,34.2069,-83.9096,14.36,5.0,Debris Burning,2451631.5,15,2451631.5,15
NM,San Juan,36.71,-107.6489,0.1,1.0,Lightning,2452098.5,15,2452099.5,9
GA,Jasper,33.4869,-83.6658,3.23,5.0,Debris Burning,2451732.5,15,2451732.5,15
AL,Bibb,32.946963000000004,-86.958049,10.0,7.0,Arson,2454388.5,13,2454388.5,18
NY,WESTCHESTER,41.03311731,-73.78748107,0.5,9.0,Miscellaneous,2452224.5,20,2452224.5,20
NV,Elko,40.7903,-115.6794,0.1,13.0,Missing/Undefined,2455780.5,12,2455780.5,13
MN,Itasca,47.51086702,-93.30299729,2.5,9.0,Miscellaneous,2457125.5,13,2457125.5,14
CA,063,40.05944444,-120.96638889,0.1,5.0,Debris Burning,2455942.5,12,2455942.5,14
MS,Forrest,31.23492706,-89.20210896,3.0,7.0,Arson,2449321.5,15,2449321.5,16
AL,Winston,34.122073,-87.506004,3.0,5.0,Debris Burning,2453853.5,16,2453853.5,17
GA,Wayne               ,31.6695,-82.0158,1.03,5.0,Debris Burning,2450126.5,12,2450126.5,13
GA,Forsyth             ,34.2927,-84.0334,0.34,7.0,Arson,2449381.5,23,2449382.5,0
GA,Baker               ,31.29730556,-84.34714722,1.0,5.0,Debris Burning,2457092.5,15,2457092.5,15
GA,Gwinnett            ,34.0527,-84.0546,0.31,5.0,Debris Burning,2449891.5,17,2449891.5,20
AL,Blount,33.948531,-86.665924,1.0,5.0,Debris Burning,2454165.5,12,2454165.5,16
GA,Peach,32.4928,-83.8329,5.78,5.0,Debris Burning,2451916.5,14,2451916.5,14
TN,GIBSON,35.9142,-88.95355,16.0,3.0,Smoking,2455479.5,14,2455479.5,14
CO,Mesa,39.2614,-108.7597,0.3,9.0,Miscellaneous,2455380.5,22,2455380.5,23
CA,017,38.8272222,-120.37472199999999,0.1,9.0,Miscellaneous,2455424.5,10,2455424.5,11
CA,093,41.3025,-123.15583333,0.1,9.0,Miscellaneous,2456504.5,23,2456505.5,4
NY,FRANKLIN,44.92925808,-74.56763033,0.1,9.0,Miscellaneous,2453817.5,15,2453817.5,15
GA,Johnson             ,32.7667,-82.6625,1.62,9.0,Miscellaneous,2449368.5,12,2449368.5,13
NY,MONROE,43.18561238,-77.69404819,0.1,9.0,Miscellaneous,2453625.5,6,2453625.5,6
TN,139,35.06194444,-84.6625,40.0,7.0,Arson,2453918.5,21,2453919.5,4
NC,Dare Bomb Range,35.68973333,-75.88078333,0.1,2.0,Equipment Use,2456580.5,15,2456580.5,15
NC,Richmond,34.92195,-79.71423333,0.1,5.0,Debris Burning,2456354.5,15,2456354.5,15
MI,Osceola,43.82181439,-85.41421445,0.1,8.0,Children,2448776.5,16,2448776.5,17
GA,Lee,31.77930954,-84.0749532,1.05,5.0,Debris Burning,2452529.5,15,2452529.5,15
WV,Jefferson,39.41637473,-77.81802447,0.1,8.0,Children,2451268.5,15,2451268.5,15
OR,Jackson,42.0185,-122.5445,0.1,1.0,Lightning,2453211.5,8,2453211.5,17
NC,Cherokee,35.08513333,-84.06056667,0.1,13.0,Missing/Undefined,2455721.5,16,2455721.5,16
GA,Madison,34.0524,-83.1225,0.01,5.0,Debris Burning,2452305.5,13,2452305.5,13
CA,Sierra,39.52833333,-120.74444444,0.1,2.0,Equipment Use,2456804.5,14,2456804.5,16
CA,Riverside,33.978428,-116.50922800000001,0.1,8.0,Children,2454118.5,13,2454118.5,13
NV,Elko,40.6556,-116.7531,1.1,9.0,Miscellaneous,2456143.5,19,2456144.5,9
SC,Saluda County,33.950503999999995,-81.71060200000001,2.0,2.0,Equipment Use,2455606.5,16,2455606.5,17
OK,Pushmataha,34.59099998,-95.48999999,15.0,7.0,Arson,2452742.5,17,2452742.5,17
NY,DUTCHESS,41.47531964,-73.97539366,0.1,9.0,Miscellaneous,2454077.5,10,2454077.5,10
CA,Siskiyou,41.71638889,-123.03444444,1.89,1.0,Lightning,2456884.5,15,2456884.5,15
CA,Riverside,33.610189,-114.736061,0.1,7.0,Arson,2452389.5,1,2452389.5,2
OK,Sequoyah,35.52936665,-94.54539998,25.0,7.0,Arson,2455245.5,21,2455245.5,21
GA,Dade,34.8759,-85.5532,0.04,5.0,Debris Burning,2451627.5,16,2451627.5,16
NY,SCHENECTADY,42.83050882,-73.94457984,0.88,9.0,Miscellaneous,2452744.5,17,2452744.5,17
GA,Crawford            ,32.7499,-83.8932,10.15,4.0,Campfire,2449134.5,12,2449134.5,13
KY,Clay,37.19729,-83.8455,400.0,5.0,Debris Burning,2455502.5,13,2455502.5,13
GA,Treutlen            ,32.4581,-82.4992,0.18,5.0,Debris Burning,2450728.5,13,2450728.5,13
CA,089,41.145,-122.31694444,0.1,7.0,Arson,2457268.5,1,2457268.5,9
CA,San Diego,32.661119,-116.216939,1.0,2.0,Equipment Use,2452120.5,11,2452120.5,15
GA,Habersham           ,34.5325,-83.5349,0.13,9.0,Miscellaneous,2448661.5,13,2448661.5,14
AZ,Maricopa,33.611,-111.9772,0.1,13.0,Missing/Undefined,2456851.5,18,2456851.5,18
NY,ALBANY,42.77455587,-73.70643144,0.73,9.0,Miscellaneous,2452025.5,19,2452025.5,19
NV,White Pine,38.5766,-114.7942,0.1,1.0,Lightning,2452488.5,18,2452488.5,19
MS,Marshall,34.86897772,-89.53633425,3.0,7.0,Arson,2451149.5,14,2451149.5,16
WV,Putnam,38.40667003,-81.93344305,1.0,7.0,Arson,2451500.5,20,2451500.5,20
CA,SANTA CRUZ,37.01095,-122.062417,0.1,4.0,Campfire,2456680.5,14,2456680.5,15
GA,Brooks,30.7786,-83.5974,0.11,5.0,Debris Burning,2451599.5,17,2451599.5,17
NC,Chatham,35.6439,-78.99343333,1.0,2.0,Equipment Use,2456738.5,13,2456738.5,13
TN,CUMBERLAND,35.857717,-85.0986,7.0,7.0,Arson,2456759.5,20,2456759.5,22
GA,Colquitt,31.31,-83.5953,0.12,5.0,Debris Burning,2451598.5,16,2451598.5,16
NY,OSWEGO,43.23426058,-75.88901922,0.86,9.0,Miscellaneous,2453476.5,14,2453476.5,14
GA,Franklin            ,34.2924,-83.1459,0.2,7.0,Arson,2449288.5,16,2449288.5,21
NY,GENESEE,43.08807931,-78.18405767,1.75,5.0,Debris Burning,2454572.5,16,2454572.5,16
MS,Wayne,31.57378467,-88.69694134,70.0,7.0,Arson,2449088.5,14,2449088.5,17
GA,Camden              ,30.7609,-81.5818,0.02,8.0,Children,2450740.5,12,2450740.5,13
WY,37,41.01833333,-109.26166667,0.1,1.0,Lightning,2451778.5,12,2451778.5,14
NM,Eddy,32.0758,-104.0683,9.0,13.0,Missing/Undefined,2455721.5,13,2455722.5,14
GA,Clinch              ,30.6926,-82.5766,0.28,1.0,Lightning,2449123.5,0,2449123.5,0
AZ,Mohave,35.82797,-114.55972,0.1,2.0,Equipment Use,2457166.5,15,2457166.5,16
NY,KINGS,40.67377001,-74.00004952,0.1,9.0,Miscellaneous,2454798.5,23,2454798.5,23
WV,Mingo,37.7682787,-82.10447727,34.0,7.0,Arson,2452026.5,15,2452026.5,15
NY,ERIE,42.90013297,-78.49622548,0.1,9.0,Miscellaneous,2454278.5,15,2454278.5,15
NY,ORLEANS,43.21886949,-78.20929077,0.1,9.0,Miscellaneous,2452486.5,14,2452486.5,14
